image_name,time_for_1_latent,time_for_2_latent,time_for_3_latent,time_for_4_latent,time_for_5_latent,time_for_6_latent,time_for_7_latent,time_for_8_latent,time_for_9_latent,time_for_10_latent,time_for_11_latent,time_for_12_latent
41033,0.05721759796142578,0.05744814872741699,0.057146549224853516,0.057073354721069336,0.057065486907958984,0.05699300765991211,0.0571742057800293,0.056905508041381836,0.056648969650268555,0.056644439697265625,0.05657243728637695,0.05653238296508789
299086,0.05721783638000488,0.0572512149810791,0.057338714599609375,0.057074546813964844,0.05697345733642578,0.05695986747741699,0.056882619857788086,0.056793928146362305,0.056604623794555664,0.05663490295410156,0.05673575401306152,0.05651283264160156
45096,0.05777692794799805,0.05765223503112793,0.05771970748901367,0.05771636962890625,0.05757856369018555,0.05755472183227539,0.057525634765625,0.05760455131530762,0.057427406311035156,0.057172536849975586,0.05716085433959961,0.057112693786621094
260058,0.057250261306762695,0.05730175971984863,0.057172298431396484,0.05707073211669922,0.0568845272064209,0.05693674087524414,0.05688047409057617,0.05676150321960449,0.05663299560546875,0.05668520927429199,0.05658125877380371,0.05671215057373047
69015,0.057457685470581055,0.0574033260345459,0.05723905563354492,0.0571599006652832,0.057199716567993164,0.057144880294799805,0.05691385269165039,0.05694437026977539,0.05682802200317383,0.05672097206115723,0.056664466857910156,0.056543827056884766
302008,0.057329416275024414,0.05736804008483887,0.05728745460510254,0.05708026885986328,0.05708789825439453,0.05696845054626465,0.05682969093322754,0.05673360824584961,0.05677533149719238,0.056594133377075195,0.056716203689575195,0.056792259216308594
62096,0.05807137489318848,0.05818748474121094,0.0580439567565918,0.0580899715423584,0.05786752700805664,0.05762028694152832,0.057531118392944336,0.05763077735900879,0.05730319023132324,0.05735301971435547,0.057337284088134766,0.05717301368713379
160068,0.05716681480407715,0.05718541145324707,0.05751848220825195,0.057149410247802734,0.056937456130981445,0.05719280242919922,0.056752681732177734,0.05663728713989258,0.056682586669921875,0.05679917335510254,0.056600093841552734,0.056464195251464844
271035,0.05714106559753418,0.0573430061340332,0.05704808235168457,0.0570073127746582,0.05685281753540039,0.05685734748840332,0.0566713809967041,0.05660843849182129,0.05660843849182129,0.05667757987976074,0.056482553482055664,0.05638861656188965
304074,0.057266950607299805,0.0571596622467041,0.05740785598754883,0.05703330039978027,0.05695390701293945,0.05690288543701172,0.05679750442504883,0.05685687065124512,0.056775808334350586,0.05668210983276367,0.05667519569396973,0.056421756744384766
37073,0.05730724334716797,0.05737924575805664,0.05727958679199219,0.0572361946105957,0.05694890022277832,0.05704617500305176,0.0569460391998291,0.057143449783325195,0.05677342414855957,0.05667757987976074,0.05675244331359863,0.05655097961425781
229036,0.05707383155822754,0.05698561668395996,0.056960105895996094,0.056871891021728516,0.05663728713989258,0.05673408508300781,0.0566103458404541,0.05652570724487305,0.056508779525756836,0.056375741958618164,0.05627322196960449,0.05621480941772461
21077,0.05740547180175781,0.05730772018432617,0.05715203285217285,0.0570981502532959,0.05701947212219238,0.05698800086975098,0.05683708190917969,0.0569608211517334,0.05695915222167969,0.05656266212463379,0.056996822357177734,0.05670475959777832
197017,0.058118343353271484,0.05816340446472168,0.05803704261779785,0.05777621269226074,0.05788135528564453,0.05779433250427246,0.0574336051940918,0.057492733001708984,0.057372331619262695,0.057230472564697266,0.05715584754943848,0.057121992111206055
295087,0.05746126174926758,0.05759906768798828,0.057435035705566406,0.05736732482910156,0.05750536918640137,0.057259559631347656,0.05718874931335449,0.057137250900268555,0.05696558952331543,0.05679178237915039,0.056855201721191406,0.056715965270996094
291000,0.057131290435791016,0.05715155601501465,0.057160139083862305,0.05701708793640137,0.05690455436706543,0.056966543197631836,0.056690216064453125,0.05656862258911133,0.05663013458251953,0.06110239028930664,0.05709218978881836,0.05650067329406738
106024,0.05813241004943848,0.05819368362426758,0.058058977127075195,0.05805826187133789,0.058023929595947266,0.057816267013549805,0.0578000545501709,0.057668209075927734,0.0576777458190918,0.05761551856994629,0.05757451057434082,0.05744314193725586
38092,0.05776095390319824,0.05799436569213867,0.05758309364318848,0.05811166763305664,0.05764174461364746,0.05752754211425781,0.057274818420410156,0.0572512149810791,0.05721569061279297,0.05714821815490723,0.057050466537475586,0.05701875686645508
76053,0.05707049369812012,0.05712103843688965,0.057037353515625,0.057042837142944336,0.056887149810791016,0.056915998458862305,0.05668306350708008,0.05671334266662598,0.05667614936828613,0.05655980110168457,0.05633139610290527,0.0562746524810791
147091,0.05749249458312988,0.05742955207824707,0.05743098258972168,0.057363271713256836,0.057196617126464844,0.056928396224975586,0.056859493255615234,0.05693364143371582,0.05695486068725586,0.05672144889831543,0.05673933029174805,0.056731462478637695
55073,0.05751156806945801,0.05783963203430176,0.0576324462890625,0.05746746063232422,0.057504892349243164,0.057550907135009766,0.057297706604003906,0.05723690986633301,0.057586669921875,0.05700349807739258,0.05688118934631348,0.0567018985748291
227092,0.05746293067932129,0.05715680122375488,0.05728602409362793,0.057030439376831055,0.05711174011230469,0.05696558952331543,0.05678224563598633,0.05676770210266113,0.05669236183166504,0.0565948486328125,0.05647635459899902,0.05634570121765137
19021,0.05705451965332031,0.05703902244567871,0.0570220947265625,0.056858062744140625,0.05686330795288086,0.05685544013977051,0.05659365653991699,0.056722164154052734,0.05663180351257324,0.05699944496154785,0.056676626205444336,0.05653572082519531
41069,0.05717277526855469,0.05705738067626953,0.05727195739746094,0.05687570571899414,0.05690956115722656,0.056832313537597656,0.05676150321960449,0.05696249008178711,0.05697441101074219,0.05660724639892578,0.056585073471069336,0.056520700454711914
167062,0.058513641357421875,0.058583974838256836,0.05838131904602051,0.057933807373046875,0.05779623985290527,0.0580143928527832,0.05775737762451172,0.057660818099975586,0.05749225616455078,0.057590484619140625,0.05738496780395508,0.0573115348815918
216081,0.0569610595703125,0.057077884674072266,0.057012319564819336,0.0567624568939209,0.056867122650146484,0.05677223205566406,0.05670619010925293,0.05654263496398926,0.056461334228515625,0.05635809898376465,0.05626368522644043,0.05624699592590332
103070,0.0570828914642334,0.057109832763671875,0.05689692497253418,0.056848764419555664,0.05673718452453613,0.05678439140319824,0.05663466453552246,0.05672740936279297,0.05642986297607422,0.056424856185913086,0.05643606185913086,0.056253910064697266
101087,0.057398319244384766,0.0573728084564209,0.05744624137878418,0.05701565742492676,0.05749869346618652,0.05700492858886719,0.056961774826049805,0.056964874267578125,0.056760549545288086,0.05672192573547363,0.05694007873535156,0.056760549545288086
241004,0.05734658241271973,0.0572819709777832,0.0573275089263916,0.05732226371765137,0.05710625648498535,0.05720710754394531,0.05701327323913574,0.0569758415222168,0.05678296089172363,0.056890249252319336,0.05665469169616699,0.0566098690032959
